matrix,P,A,S,C,L/S,L/A,L/P,A/P,gA,gP,GenSD,VulSD,mJP,mJA,maxJP,maxJA,NODFst,N_LowHigh,#A,#P,meandegA,maxdegA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949,45,164,209,0.057724,2.0383,2.5976,9.4667,3.6444,0.64983,0.12566,9.8869,164.37,0.11559,0.1934,0.31126,0.75126,1.6114,1,164,45,2.5976,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,45,159,204,0.083718,2.9363,3.7673,13.311,3.5333,0.53168,0.31612,17.569,132.65,0.10855,0.060464,0.26527,0.58424,0.48856,1,159,45,3.7673,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,52,160,212,0.080048,3.1415,4.1625,12.808,3.0769,0.44626,0.17744,12.534,211.66,0.048118,0.12584,0.1922,0.54614,1.0991,1,160,52,4.1625,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,45,168,213,0.079365,2.8169,3.5714,13.333,3.7333,0.55798,0.19972,15.661,165.83,0.099359,0.075798,0.26005,0.6002,0.71121,1,168,45,3.5714,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,46,138,184,0.06758,2.3315,3.1087,9.3261,3,0.55085,0.28766,15.572,64.435,0.14257,0.051494,0.3158,0.59854,0.49624,1,138,46,3.1087,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,43,146,189,0.074227,2.4656,3.1918,10.837,3.3953,0.57191,0.30296,14.117,118.15,0.11873,0.086273,0.29181,0.61609,0.84995,1,146,43,3.1918,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,59,134,193,0.041235,1.6891,2.4328,5.5254,2.2712,0.55702,0.28854,12.317,47.057,0.18616,0.092418,0.45518,0.66513,1.5446,1,134,59,2.4328,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,46,165,211,0.061528,2.2133,2.8303,10.152,3.587,0.61274,0.12124,9.6923,184.55,0.083051,0.20146,0.25018,0.71226,1.6633,1,165,46,2.8303,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,52,163,215,0.075743,2.986,3.9387,12.346,3.1346,0.48396,0.27635,17.055,193.96,0.085226,0.12427,0.24509,0.58174,1.2032,1,163,52,3.9387,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,53,160,213,0.067689,2.6948,3.5875,10.83,3.0189,0.51602,0.24864,16.484,130.03,0.099194,0.083994,0.25157,0.5949,0.9203,1,160,53,3.5875,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,50,157,207,0.06586,2.4976,3.293,10.34,3.14,0.49155,0.16881,14.36,130.45,0.10258,0.092852,0.27653,0.62272,0.96652,1,157,50,3.293,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,64,151,215,0.069123,3.107,4.4238,10.438,2.3594,0.45473,0.16037,16.721,200.33,0.050105,0.19596,0.25069,0.6128,1.4647,1,151,64,4.4238,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961,43,164,207,0.080119,2.7295,3.4451,13.14,3.814,0.53498,0.22146,12.302,191.56,0.075075,0.10449,0.21779,0.63387,0.93445,1,164,43,3.4451,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962,53,158,211,0.08813,3.4976,4.6709,13.925,2.9811,0.4797,0.22315,20.543,166.55,0.074408,0.07537,0.22537,0.46605,0.5469,1,158,53,4.6709,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,55,148,203,0.06941,2.7833,3.8176,10.273,2.6909,0.4788,0.42697,19.349,81.476,0.10449,0.052748,0.25909,0.51429,0.56695,1,148,55,3.8176,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
964,42,165,207,0.081385,2.7246,3.4182,13.429,3.9286,0.55625,0.18274,8.7561,256.46,0.049102,0.15935,0.17368,0.64302,1.2436,1,165,42,3.4182,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
965,44,148,192,0.047758,1.6198,2.1014,7.0682,3.3636,0.71941,0.11547,8.4116,125.84,0.19208,0.37395,0.4499,0.8201,1.7559,1,148,44,2.1014,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
966,43,160,203,0.077035,2.6108,3.3125,12.326,3.7209,0.57592,0.1795,11.422,200.6,0.07559,0.13719,0.25591,0.66117,1.1223,1,160,43,3.3125,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
967,64,153,217,0.080576,3.6359,5.1569,12.328,2.3906,0.39384,0.34689,26.269,133.4,0.075362,0.068242,0.24787,0.42613,0.62034,1,153,64,5.1569,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
968,62,151,213,0.082354,3.6197,5.106,12.435,2.4355,0.3986,0.40693,31.349,101.24,0.10258,0.052273,0.24772,0.39798,0.42523,1,151,62,5.106,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
969,49,156,205,0.077708,2.8976,3.8077,12.122,3.1837,0.49678,0.31771,18.704,148.11,0.11103,0.086054,0.27817,0.56537,0.80987,1,156,49,3.8077,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970,45,161,206,0.070945,2.4951,3.1925,11.422,3.5778,0.578,0.18754,11.613,195.16,0.081021,0.15891,0.2239,0.65312,1.4475,1,161,45,3.1925,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
971,48,157,205,0.064092,2.3561,3.0764,10.063,3.2708,0.55459,0.17945,11.182,176.72,0.07872,0.19794,0.23391,0.69476,1.7049,1,157,48,3.0764,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
972,60,152,212,0.086732,3.7311,5.2039,13.183,2.5333,0.45983,0.2608,26.612,154.92,0.076904,0.074779,0.232,0.44727,0.68667,1,152,60,5.2039,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
973,49,166,215,0.084583,3.2,4.1446,14.041,3.3878,0.49705,0.26403,15.442,184.39,0.065175,0.080191,0.20123,0.52303,0.57656,1,166,49,4.1446,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
974,45,156,201,0.076496,2.6716,3.4423,11.933,3.4667,0.57429,0.27881,11.103,217.8,0.063789,0.17249,0.23066,0.63038,1.4604,1,156,45,3.4423,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975,55,152,207,0.0811,3.2754,4.4605,12.327,2.7636,0.4681,0.35911,23.874,138.98,0.10233,0.08398,0.25896,0.51502,0.80284,1,152,55,4.4605,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
976,42,156,198,0.083181,2.7525,3.4936,12.976,3.7143,0.54714,0.3271,14.106,146.82,0.096895,0.076831,0.23981,0.58963,0.60706,1,156,42,3.4936,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977,45,160,205,0.083889,2.9463,3.775,13.422,3.5556,0.53366,0.27927,14.921,198.74,0.078133,0.10417,0.22304,0.63162,0.95528,1,160,45,3.775,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978,66,147,213,0.066893,3.0469,4.415,9.8333,2.2273,0.44442,0.36504,25.324,132.87,0.098561,0.1326,0.29227,0.5617,1.4284,1,147,66,4.415,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
979,47,163,210,0.078319,2.8571,3.681,12.766,3.4681,0.53063,0.20518,17.201,106.78,0.10202,0.05156,0.23305,0.54502,0.41733,1,163,47,3.681,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980,54,161,215,0.056821,2.2977,3.0683,9.1481,2.9815,0.60617,0.14696,8.9924,178.19,0.047331,0.26344,0.21867,0.70166,2.128,1,161,54,3.0683,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
981,58,148,206,0.071179,2.966,4.1284,10.534,2.5517,0.47031,0.27134,24.607,115.4,0.12791,0.077959,0.32063,0.522,0.96255,1,148,58,4.1284,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
982,59,153,212,0.080204,3.4151,4.732,12.271,2.5932,0.44468,0.28403,25.157,97.847,0.090587,0.052406,0.23468,0.43698,0.45352,1,153,59,4.732,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
983,49,160,209,0.084821,3.1818,4.1563,13.571,3.2653,0.48778,0.21664,18.852,149.31,0.087563,0.064586,0.23852,0.5162,0.52943,1,160,49,4.1563,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984,50,157,207,0.074777,2.8357,3.7389,11.74,3.14,0.52486,0.30224,17.024,150.7,0.094949,0.090848,0.2414,0.57542,0.89139,1,157,50,3.7389,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985,64,152,216,0.074527,3.3565,4.7697,11.328,2.375,0.44028,0.26043,24.558,150.45,0.077883,0.089157,0.27398,0.50227,0.94534,1,152,64,4.7697,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986,44,157,201,0.075854,2.607,3.3376,11.909,3.5682,0.53658,0.37651,17.398,93.555,0.14735,0.05185,0.31052,0.63077,0.41813,1,157,44,3.3376,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
987,46,155,201,0.069144,2.4527,3.1806,10.717,3.3696,0.54926,0.16412,15.1,107.09,0.12723,0.070264,0.33035,0.63238,0.72237,1,155,46,3.1806,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
988,54,156,210,0.064815,2.6,3.5,10.111,2.8889,0.50703,0.14926,15.741,157.03,0.099614,0.14995,0.3095,0.63303,1.4206,1,156,54,3.5,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
989,66,153,219,0.070509,3.2511,4.6536,10.788,2.3182,0.4579,0.26349,18.401,173.91,0.050452,0.13386,0.23593,0.52234,1.2998,1,153,66,4.6536,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990,44,163,207,0.082264,2.8502,3.6196,13.409,3.7045,0.53961,0.24393,15.552,181.23,0.097246,0.090939,0.24482,0.58714,0.81246,1,163,44,3.6196,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991,60,151,211,0.067108,2.8815,4.0265,10.133,2.5167,0.48274,0.18996,23.344,143.36,0.11836,0.13532,0.31679,0.60277,1.3934,1,151,60,4.0265,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992,59,151,210,0.075542,3.2048,4.457,11.407,2.5593,0.44378,0.24311,19.904,182.1,0.071993,0.13777,0.24793,0.55582,1.2746,1,151,59,4.457,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993,66,151,217,0.076962,3.5346,5.0795,11.621,2.2879,0.3975,0.35224,29.662,128.06,0.089053,0.07103,0.24916,0.43354,0.77172,1,151,66,5.0795,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994,44,153,197,0.078134,2.6701,3.4379,11.955,3.4773,0.55463,0.34435,14.718,149.09,0.10582,0.091906,0.25368,0.61391,0.81478,1,153,44,3.4379,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995,59,152,211,0.053635,2.2796,3.1645,8.1525,2.5763,0.52071,0.23289,15.843,73.182,0.12324,0.069345,0.3606,0.57867,1.0653,1,152,59,3.1645,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996,62,148,210,0.076068,3.3238,4.7162,11.258,2.3871,0.41889,0.33029,24.657,148.55,0.084521,0.10044,0.2714,0.52839,0.88106,1,148,62,4.7162,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997,54,156,210,0.079653,3.1952,4.3013,12.426,2.8889,0.49596,0.43053,23.495,104.76,0.10943,0.053126,0.26095,0.49411,0.55344,1,156,54,4.3013,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998,61,155,216,0.059651,2.6111,3.6387,9.2459,2.541,0.4867,0.18625,18.884,119.69,0.11098,0.11162,0.30296,0.59245,1.3144,1,155,61,3.6387,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999,56,156,212,0.086996,3.5849,4.8718,13.571,2.7857,0.44361,0.30096,27.306,105.44,0.099991,0.050438,0.24241,0.45802,0.41019,1,156,56,4.8718,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,50,157,207,0.079108,3,3.9554,12.42,3.14,0.49235,0.31739,20.633,80.338,0.10811,0.044076,0.25471,0.51518,0.33341,1,157,50,3.9554,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,57,151,208,0.073661,3.0481,4.1987,11.123,2.6491,0.41803,0.40512,15.492,83.078,0.059802,0.050082,0.20208,0.44457,0.31828,1,151,57,4.1987,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002,41,152,193,0.06932,2.2383,2.8421,10.537,3.7073,0.53983,0.40595,9.5031,55.46,0.080329,0.041591,0.20076,0.55854,0.068447,0,152,41,2.8421,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,64,145,209,0.075323,3.3445,4.8207,10.922,2.2656,0.42301,0.52285,14.963,61.67,0.04797,0.046579,0.19153,0.35549,0.12143,1,145,64,4.8207,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,46,157,203,0.075741,2.6946,3.4841,11.891,3.413,0.40824,0.41591,8.1862,103.61,0.044697,0.061073,0.17069,0.49107,0.29871,1,157,46,3.4841,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,48,158,206,0.0774,2.8495,3.7152,12.229,3.2917,0.47223,0.4155,8.6759,77.682,0.043572,0.048284,0.16294,0.45436,0.076887,0,158,48,3.7152,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,42,157,199,0.073703,2.4422,3.0955,11.571,3.7381,0.51913,0.25105,6.9199,151.72,0.043994,0.09928,0.1684,0.55604,0.80184,1,157,42,3.0955,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007,42,161,203,0.078231,2.6059,3.2857,12.595,3.8333,0.54384,0.34739,7.3234,93.721,0.046749,0.052717,0.165,0.50396,0.1136,1,161,42,3.2857,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008,46,158,204,0.074711,2.6618,3.4367,11.804,3.4348,0.53306,0.28697,8.8149,108.61,0.047044,0.060995,0.16893,0.50892,0.36793,1,158,46,3.4367,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009,54,149,203,0.074696,2.9606,4.0336,11.13,2.7593,0.41897,0.37018,14.771,75.703,0.062957,0.049369,0.19914,0.41762,0.21836,1,149,54,4.0336,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010,41,161,202,0.07817,2.5545,3.205,12.585,3.9268,0.49741,0.45645,8.1563,56.492,0.056199,0.043146,0.18462,0.51011,0.030257,0,161,41,3.205,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011,48,157,205,0.07577,2.7854,3.6369,11.896,3.2708,0.45666,0.43952,10.989,93.964,0.056151,0.055302,0.18468,0.4772,0.26947,1,157,48,3.6369,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012,44,158,202,0.077388,2.6634,3.4051,12.227,3.5909,0.4894,0.30789,10.284,80.671,0.06231,0.048623,0.18498,0.50766,0.16397,1,158,44,3.4051,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013,51,156,207,0.075666,2.9082,3.859,11.804,3.0588,0.41889,0.26279,9.7866,97.08,0.043983,0.054931,0.18122,0.44657,0.25795,1,156,51,3.859,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014,49,156,205,0.07483,2.7902,3.6667,11.673,3.1837,0.42128,0.3089,9.1946,103.36,0.045875,0.060693,0.16395,0.46584,0.26194,1,156,49,3.6667,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015,45,161,206,0.075362,2.6505,3.3913,12.133,3.5778,0.43098,0.61094,8.5557,85.114,0.049081,0.049948,0.16514,0.46003,0.12286,1,161,45,3.3913,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1016,43,150,193,0.075349,2.5181,3.24,11.302,3.4884,0.53443,0.38986,12.127,73.436,0.088085,0.047888,0.22078,0.53238,0.22922,1,150,43,3.24,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017,55,151,206,0.063817,2.5728,3.5099,9.6364,2.7455,0.43526,0.2617,14.074,116.15,0.076266,0.10328,0.22446,0.52498,1.0838,1,151,55,3.5099,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018,61,146,207,0.074669,3.2126,4.5548,10.902,2.3934,0.36398,0.34392,12.614,112.94,0.041048,0.075259,0.17639,0.4249,0.45689,1,146,61,4.5548,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019,49,154,203,0.075934,2.8227,3.7208,11.694,3.1429,0.43633,0.37325,11.824,77.097,0.059032,0.048658,0.18383,0.44955,0.18217,1,154,49,3.7208,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020,49,156,205,0.072998,2.722,3.5769,11.388,3.1837,0.50974,0.35973,12.371,50.062,0.066926,0.040046,0.20618,0.47306,0.060107,0,156,49,3.5769,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021,62,147,209,0.073623,3.2105,4.5646,10.823,2.371,0.35972,0.36117,15.567,84.732,0.050003,0.054808,0.19399,0.40114,0.3006,1,147,62,4.5646,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022,49,153,202,0.078165,2.901,3.8301,11.959,3.1224,0.45097,0.64944,10.938,70.327,0.052403,0.046771,0.17465,0.42251,0.12657,1,153,49,3.8301,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023,63,142,205,0.073776,3.2195,4.6479,10.476,2.254,0.34974,0.39574,22.116,80.224,0.073037,0.053994,0.2147,0.36571,0.36221,1,142,63,4.6479,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024,46,156,202,0.07553,2.6832,3.4744,11.783,3.3913,0.51484,0.27928,7.0095,141.61,0.038681,0.085888,0.14865,0.51753,0.56019,1,156,46,3.4744,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025,46,159,205,0.077523,2.7659,3.566,12.326,3.4565,0.48731,0.43205,9.8401,62.639,0.053193,0.042453,0.17101,0.48839,0.051881,0,159,46,3.566,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1026,63,145,208,0.076409,3.3558,4.8138,11.079,2.3016,0.33185,0.43306,11.585,59.275,0.040151,0.045337,0.17231,0.34594,0.07042,0,145,63,4.8138,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,61,145,206,0.075184,3.2282,4.5862,10.902,2.377,0.3767,0.31278,11.873,91.982,0.040004,0.06102,0.18362,0.40285,0.39143,1,145,61,4.5862,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1028,45,160,205,0.074861,2.6293,3.3687,11.978,3.5556,0.49379,0.47035,11.013,60.403,0.066757,0.041633,0.19374,0.4773,0.09257,0,160,45,3.3687,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029,47,148,195,0.075331,2.6872,3.5405,11.149,3.1489,0.45586,0.19297,12.944,91.7,0.072803,0.058565,0.21302,0.51085,0.38642,1,148,47,3.5405,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030,45,156,201,0.076781,2.6816,3.4551,11.978,3.4667,0.54368,0.30677,11.398,83.239,0.066628,0.049227,0.19284,0.50959,0.17583,1,156,45,3.4551,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031,57,152,209,0.075369,3.1244,4.2961,11.456,2.6667,0.41623,0.33089,13.023,52.412,0.049322,0.040362,0.17277,0.37708,0.048254,0,152,57,4.2961,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032,46,158,204,0.073748,2.6275,3.3924,11.652,3.4348,0.45899,0.34619,11.899,64.49,0.073059,0.043934,0.20328,0.4752,0.11868,1,158,46,3.3924,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033,42,158,200,0.077004,2.555,3.2342,12.167,3.7619,0.54335,0.40759,9.6036,61.8,0.063858,0.04259,0.17527,0.50584,0.089137,0,158,42,3.2342,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034,46,159,205,0.077933,2.7805,3.5849,12.391,3.4565,0.5143,0.48285,8.2983,82.67,0.045794,0.050164,0.16748,0.50358,0.13754,1,159,46,3.5849,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,44,160,204,0.076278,2.6324,3.3563,12.205,3.6364,0.52621,0.4849,8.8145,112.89,0.051037,0.060915,0.17035,0.51584,0.27429,1,160,44,3.3563,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,50,156,206,0.075128,2.8447,3.7564,11.72,3.12,0.42921,0.40975,12.087,71.154,0.059077,0.046292,0.19087,0.42569,0.14749,1,156,50,3.7564,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,43,163,206,0.07576,2.5777,3.2577,12.349,3.7907,0.49548,0.26454,6.1596,120.63,0.038235,0.06614,0.14517,0.48633,0.35309,1,163,43,3.2577,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038,48,156,204,0.075855,2.7843,3.641,11.833,3.25,0.44503,0.39524,13.847,65.287,0.075688,0.042504,0.21206,0.46279,0.14418,1,156,48,3.641,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1039,52,156,208,0.071992,2.8077,3.7436,11.231,3,0.46811,0.48646,10.406,111.04,0.048099,0.070273,0.17451,0.47451,0.44534,1,156,52,3.7436,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040,55,151,206,0.062613,2.5243,3.4437,9.4545,2.7455,0.44574,0.37584,14.33,35.226,0.076576,0.032696,0.2128,0.42343,0.13255,1,151,55,3.4437,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
